Veff, y
3999999999999996351484003589779916979871695870273847677574206241603520186693508473616473548487145460786197451869973779359565201364555239997283949992325529615024143714083788898172928.000000, 0.000000000000
513823500761599930462979585870686846976.000000, 0.000000000000
125445190616752909189575345990270976.000000, 0.000000000000
966849567059674155655853194084352.000000, 0.000000000000
30626267240555901789516903481344.000000, 0.000000000000
2104621059149790816947782287360.000000, 0.000000000000
236047257583634833218455207936.000000, 0.000000000000
37122522877235892554735550464.000000, 0.000000000000
7477116025542983219306037248.000000, 0.000000000000
1819298035084786519827808256.000000, 0.000000000000
513823500769871164373729280.000000, 0.000000000000
163720002209117735894384640.000000, 0.000000000000
57628724996076074799464448.000000, 0.000000000000
22054323265997031285456896.000000, 0.000000000000
9063115936830895345893376.000000, 0.000000000000
3960215826691441542823936.000000, 0.000000000000
1825467779672974028701696.000000, 0.000000000000
881915361164928976158720.000000, 0.000000000000
444164559346003857113088.000000, 0.000000000000
232151103461143946985472.000000, 0.000000000000
125445190617059943251968.000000, 0.000000000000
69852576065864371011584.000000, 0.000000000000
39970703663974481657856.000000, 0.000000000000
23446603082686657462272.000000, 0.000000000000
14069512938272162054144.000000, 0.000000000000
8620527858116674453504.000000, 0.000000000000
5384356265971812401152.000000, 0.000000000000
3423330219206099075072.000000, 0.000000000000
2212674789174165372928.000000, 0.000000000000
1452238643304978972672.000000, 0.000000000000
966849567002702381056.000000, 0.000000000000
652339441834343399424.000000, 0.000000000000
445670844605410050048.000000, 0.000000000000
308068068121703940096.000000, 0.000000000000
215311367443131826176.000000, 0.000000000000
152053853680810655744.000000, 0.000000000000
108438613101135740928.000000, 0.000000000000
78053660454828883968.000000, 0.000000000000
56677515478648520704.000000, 0.000000000000
41499100105523798016.000000, 0.000000000000
30626267229611659264.000000, 0.000000000000
22772341234234015744.000000, 0.000000000000
17053851570457255936.000000, 0.000000000000
12858564762296162304.000000, 0.000000000000
9758472568066416640.000000, 0.000000000000
7451844746259928064.000000, 0.000000000000
5724268326025961472.000000, 0.000000000000
4422213113504805376.000000, 0.000000000000
3434939678547836416.000000, 0.000000000000
2682013767426248192.000000, 0.000000000000
2104621056255146240.000000, 0.000000000000
1659479339754019072.000000, 0.000000000000
1314540101740240384.000000, 0.000000000000
1045932186294418048.000000, 0.000000000000
835773977498797568.000000, 0.000000000000
670597127411729664.000000, 0.000000000000
540203804503894592.000000, 0.000000000000
436833256673382976.000000, 0.000000000000
354550448853464064.000000, 0.000000000000
288795101426590912.000000, 0.000000000000
236047256612578720.000000, 0.000000000000
193577974641019744.000000, 0.000000000000
159262558255950720.000000, 0.000000000000
131439944756028656.000000, 0.000000000000
108806357896865120.000000, 0.000000000000
90334507496548176.000000, 0.000000000000
75211930153870224.000000, 0.000000000000
62793736734476680.000000, 0.000000000000
52566251365802920.000000, 0.000000000000
44118919804365928.000000, 0.000000000000
37122522491978080.000000, 0.000000000000
31312213836449500.000000, 0.000000000000
26474270456317416.000000, 0.000000000000
22435700635457672.000000, 0.000000000000
19056069175210756.000000, 0.000000000000
16221043771436270.000000, 0.000000000000
13837283820819720.000000, 0.000000000000
11828379602356146.000000, 0.000000000000
10131616038536116.000000, 0.000000000000
8695385864728521.000000, 0.000000000000
7477115852617647.000000, 0.000000000000
6441599601871463.000000, 0.000000000000
5559653474844308.000000, 0.000000000000
4807030112721456.000000, 0.000000000000
4163537854035010.000000, 0.000000000000
3612325199137050.500000, 0.000000000000
3139297927362660.000000, 0.000000000000
2732643111502443.000000, 0.000000000000
2382439495718415.500000, 0.000000000000
2080337822129791.750000, 0.000000000000
1819297949781681.250000, 0.000000000000
1593372194417869.750000, 0.000000000000
1397526373185179.500000, 0.000000000000
1227491677621771.500000, 0.000000000000
1079641808725466.750000, 0.000000000000
950890858108473.875000, 0.000000000000
838608262945615.500000, 0.000000000000
740547841833263.750000, 0.000000000000
654788467060149.000000, 0.000000000000
579684372425718.125000, 0.000000000000
513823455435398.187500, 0.000000000000
455992224974079.875000, 0.000000000000
405146283554719.000000, 0.000000000000
360385427443281.312500, 0.000000000000
320932606757126.437500, 0.000000000000
286116117738204.937500, 0.000000000000
255354506209315.062500, 0.000000000000
228143749072298.156250, 0.000000000000
204046353102755.500000, 0.000000000000
182682070066356.218750, 0.000000000000
163719976618761.156250, 0.000000000000
146871708414269.875000, 0.000000000000
131885671849560.093750, 0.000000000000
118542085140121.453125, 0.000000000000
106648723973587.687500, 0.000000000000
96037266628275.781250, 0.000000000000
86560149860328.078125, 0.000000000000
78087860601674.187500, 0.000000000000
70506600027994.109375, 0.000000000000
63716266225204.609375, 0.000000000000
57628709813451.804688, 0.000000000000
52166223734278.531250, 0.000000000000
47260234180713.343750, 0.000000000000
42850164526549.789062, 0.000000000000
38882448235413.804688, 0.000000000000
35309670223236.671875, 0.000000000000
32089819110154.238281, 0.000000000000
29185635313629.285156, 0.000000000000
26564042073916.332031, 0.000000000000
24195648324560.011719, 0.000000000000
22054313873627.714844, 0.000000000000
20116768687093.609375, 0.000000000000
18362279198886.839844, 0.000000000000
16772355541766.152344, 0.000000000000
15330494423962.414062, 0.000000000000
14021953089173.261719, 0.000000000000
12833550409514.771484, 0.000000000000
11753491687244.839844, 0.000000000000
10771214194017.634766, 0.000000000000
9877250866743.607422, 0.000000000000
9063109915845.509766, 0.000000000000
8321168392493.212891, 0.000000000000
7644578012800.020508, 0.000000000000
7027181754536.604492, 0.000000000000
6463439930411.755859, 0.000000000000
5948364605436.448242, 0.000000000000
5477461367794.278320, 0.000000000000
5046677585953.711914, 0.000000000000
4652356392017.573242, 0.000000000000
