ph_sh, contribution, sigma_tot
-0.794671741, 0.509273046, 26.814633035
0.518740698, 0.737413943, 26.814633035
-1.574929252, 4.999914595, 26.814633035
-0.810838400, 3.678004832, 26.814633035
-0.357878558, 1.104315090, 26.814633035
2.897207421, 0.643990369, 26.814633035
2.110379970, 9.568407018, 26.814633035
-2.815442999, 1.539823615, 26.814633035
0.137028900, 0.317214716, 26.814633035
0.071562499, 0.097136645, 26.814633035
