ph_sh, contribution, sigma_tot
-0.839614142, 0.554109800, 27.686701118
-2.665533989, 0.630060723, 27.686701118
-1.613272683, 4.990984220, 27.686701118
-0.843098708, 3.903007915, 27.686701118
-0.382808628, 1.255703634, 27.686701118
2.878303836, 0.745073261, 27.686701118
2.079245616, 9.919040146, 27.686701118
-2.815694106, 1.537537977, 27.686701118
0.137026934, 0.317205669, 27.686701118
0.071562487, 0.097136612, 27.686701118
