ph_sh, contribution, sigma_tot
-0.793890016, 0.508491445, 26.822306
0.518783777, 0.737525236, 26.822306
-1.576106710, 4.999859000, 26.822306
-0.812554163, 3.689998556, 26.822306
-0.357751496, 1.103564811, 26.822306
2.896421300, 0.648056641, 26.822306
2.110770866, 9.563926280, 26.822306
-2.815085726, 1.543078184, 26.822306
0.135469995, 0.310082160, 26.822306
0.071714403, 0.097548755, 26.822306
