ph_sh, contribution, sigma_tot
-0.794001735, 0.508603147, 26.816042
0.519277247, 0.738800493, 26.816042
1.566626889, 4.999913079, 26.816042
2.330055508, 3.682889545, 26.816042
-0.357649798, 1.102964456, 26.816042
-0.244343558, 0.643775138, 26.816042
2.110948103, 9.561894039, 26.816042
-2.814874467, 1.545004078, 26.816042
-3.005150718, 0.314519799, 26.816042
0.072008392, 0.098348800, 26.816042
