ph_sh, contribution, sigma_tot
-0.793521008, 0.508122487, 26.808926
0.519214057, 0.738637151, 26.808926
1.565713799, 4.999870841, 26.808926
-0.812089904, 3.686753451, 26.808926
-0.356325570, 1.095160002, 26.808926
-0.244919568, 0.646752955, 26.808926
2.112222048, 9.547275398, 26.808926
-2.813618467, 1.556476036, 26.808926
-3.006050650, 0.310409875, 26.808926
0.073010130, 0.101099275, 26.808926
