ph_sh, contribution, sigma_tot
2.347331057, 0.508862969, 26.816135
-2.622825411, 0.737482521, 26.816135
1.565872766, 4.999878794, 26.816135
2.329820945, 3.684529220, 26.816135
2.784369562, 1.100447025, 26.816135
-0.245087038, 0.647619937, 26.816135
-1.030461595, 9.559795834, 26.816135
0.326896900, 1.546634105, 26.816135
-3.005692533, 0.312042191, 26.816135
-3.069163217, 0.099500265, 26.816135
