ph_sh, contribution, sigma_tot
2.061776294, 0.777696879, 32.801505755
-2.896446683, 0.176706861, 32.801505755
-1.825843787, 4.681745415, 32.801505755
-1.028628418, 5.136249780, 32.801505755
-0.533636031, 2.328680757, 32.801505755
2.755600702, 1.559094937, 32.801505755
1.882628074, 11.776338472, 32.801505755
-2.817239240, 1.523506928, 32.801505755
0.137018834, 0.317168401, 32.801505755
0.071562651, 0.097137059, 32.801505755
