ph_sh, contribution, sigma_tot
-0.930441792, 0.643017919, 29.599080630
-2.752504379, 0.431707874, 29.599080630
-1.692687725, 4.926079616, 29.599080630
-0.911540963, 4.373662495, 29.599080630
-0.437412192, 1.614907614, 29.599080630
2.835163077, 1.000962853, 29.599080630
2.008236949, 10.667072029, 29.599080630
-2.816259990, 1.532392681, 29.599080630
0.137023129, 0.317188160, 29.599080630
0.071562496, 0.097136637, 29.599080630
