E, l0, l1, l2, l3, l4, l5, l6
0.351186, 2.199824, -2.786616, -1.773455, -1.062524, 2.451903, 2.278898, -2.539673
0.352373, 2.193112, -2.792954, -1.779085, -1.067150, 2.448916, 2.280483, -2.532828
0.353559, 2.186408, -2.799284, -1.784699, -1.071761, 2.445918, 2.282022, -2.525910
0.354746, 2.179709, -2.805606, -1.790298, -1.076359, 2.442909, 2.283515, -2.518921
0.355932, 2.173017, -2.811920, -1.795885, -1.080941, 2.439889, 2.284965, -2.511862
0.357118, 2.166329, -2.818228, -1.801458, -1.085509, 2.436859, 2.286370, -2.504735
0.358305, 2.159646, -2.824531, -1.807021, -1.090062, 2.433821, 2.287731, -2.497541
0.359491, 2.152967, -2.830829, -1.812573, -1.094599, 2.430775, 2.289048, -2.490282
0.360678, 2.146293, -2.837124, -1.818117, -1.099121, 2.427722, 2.290320, -2.482961
0.361864, 2.139622, -2.843415, -1.823652, -1.103628, 2.424664, 2.291549, -2.475579
0.363051, 2.132956, -2.849703, -1.829181, -1.108120, 2.421601, 2.292732, -2.468139
0.364237, 2.126294, -2.855989, -1.834705, -1.112597, 2.418536, 2.293870, -2.460643
0.365424, 2.119637, -2.862272, -1.840224, -1.117061, 2.415468, 2.294962, -2.453093
0.366610, 2.112984, -2.868554, -1.845739, -1.121511, 2.412400, 2.296007, -2.445493
0.367796, 2.106337, -2.874833, -1.851252, -1.125948, 2.409332, 2.297006, -2.437844
0.368983, 2.099696, -2.881110, -1.856763, -1.130374, 2.406266, 2.297958, -2.430149
0.370169, 2.093061, -2.887384, -1.862274, -1.134788, 2.403204, 2.298862, -2.422410
0.371356, 2.086434, -2.893656, -1.867784, -1.139193, -0.741447, 2.299717, -2.414629
0.372542, 2.079815, -2.899924, -1.873294, -1.143589, -0.744500, 2.300524, -2.406807
0.373729, 2.073204, -2.906189, -1.878806, -1.147978, -0.747547, 2.301282, -2.398947
0.374915, 2.066604, -2.912450, -1.884318, -1.152359, -0.750586, 2.301991, -2.391050
0.376101, 2.060014, -2.918705, -1.889832, -1.156735, -0.753617, 2.302651, -2.383118
0.377288, 2.053437, -2.924955, -1.895348, -1.161107, -0.756639, 2.303263, -2.375151
0.378474, 2.046872, -2.931198, -1.900865, -1.165476, -0.759652, 2.303825, -2.367150
0.379661, 2.040321, -2.937433, -1.906385, -1.169844, -0.762655, 2.304340, -2.359117
0.380847, 2.033784, -2.943660, -1.911905, -1.174210, -0.765648, 2.304806, -2.351051
0.382034, 2.027264, -2.949877, -1.917426, -1.178577, -0.768630, 2.305226, -2.342953
0.383220, 2.020761, -2.956084, -1.922948, -1.182945, -0.771602, 2.305599, -2.334822
0.384407, -1.127318, -2.962279, -1.928470, -1.187315, -0.774563, 2.305927, -2.326659
0.385593, -1.133785, -2.968461, -1.933992, -1.191689, -0.777513, 2.306211, -2.318463
0.386779, -1.140233, -2.974630, -1.939512, -1.196067, -0.780454, 2.306452, -2.310234
0.387966, -1.146660, -2.980784, -1.945030, -1.200450, -0.783386, 2.306652, -2.301971
0.389152, -1.153067, -2.986922, -1.950546, -1.204839, -0.786308, 2.306812, -2.293674
0.390339, -1.159451, 0.148549, -1.956057, -1.209233, -0.789222, 2.306933, -2.285341
0.391525, -1.165814, 0.142445, -1.961563, -1.213634, -0.792129, 2.307018, -2.276972
0.392712, -1.172154, 0.136360, -1.967063, -1.218041, -0.795030, 2.307068, -2.268566
0.393898, -1.178471, 0.130294, -1.972556, -1.222456, -0.797924, 2.307085, -2.260123
0.395085, -1.184766, 0.124247, -1.978041, -1.226877, -0.800815, 2.307071, -2.251642
0.396271, -1.191037, 0.118222, -1.983516, -1.231305, -0.803702, 2.307028, 0.898471
0.397457, -1.197284, 0.112217, -1.988981, -1.235739, -0.806587, 2.306958, 0.907030
0.398644, -1.203509, 0.106234, -1.994434, -1.240180, -0.809472, 2.306862, 0.915628
0.399830, -1.209711, 0.100272, -1.999875, -1.244626, -0.812357, 2.306743, 0.924265
0.401017, -1.215890, 0.094333, 1.136291, -1.249078, -0.815243, 2.306603, 0.932941
0.402203, -1.222047, 0.088416, 1.130878, -1.253534, -0.818133, -0.835149, 0.941654
0.403390, -1.228182, 0.082521, 1.125482, -1.257994, -0.821027, -0.835327, 0.950406
0.404576, -1.234297, 0.076647, 1.120102, -1.262457, -0.823926, -0.835520, 0.959193
0.405762, -1.240391, 0.070796, 1.114739, -1.266921, -0.826832, -0.835728, 0.968016
0.406949, -1.246466, 0.064965, 1.109394, -1.271387, -0.829746, -0.835950, 0.976871
0.408135, -1.252523, 0.059156, 1.104068, -1.275852, -0.832668, -0.836183, 0.985758
0.409322, -1.258562, 0.053367, 1.098761, -1.280316, -0.835601, -0.836427, 0.994673
0.410508, -1.264584, 0.047597, 1.093473, -1.284777, -0.838543, -0.836680, 1.003614
0.411695, -1.270592, 0.041846, 1.088205, -1.289234, -0.841497, -0.836942, 1.012578
0.412881, -1.276585, 0.036113, 1.082957, -1.293687, -0.844463, -0.837212, 1.021562
0.414068, -1.282565, 0.030397, 1.077730, -1.298133, -0.847441, -0.837490, 1.030562
0.415254, -1.288534, 0.024697, 1.072522, -1.302571, -0.850432, -0.837775, 1.039575
0.416440, -1.294492, 0.019012, 1.067334, 1.834591, -0.853436, -0.838066, 1.048597
0.417627, -1.300441, 0.013340, 1.062165, 1.830171, -0.856454, -0.838365, 1.057623
0.418813, -1.306382, 0.007681, 1.057015, 1.825762, -0.859484, -0.838671, 1.066650
0.420000, -1.312316, 0.002034, 1.051884, 1.821365, -0.862527, -0.838984, 1.075674
0.421186, -1.318244, -0.003604, 1.046771, 1.816982, -0.865583, -0.839304, 1.084690
0.422373, -1.324167, -0.009233, 1.041675, 1.812612, -0.868651, -0.839633, 1.093693
0.423559, -1.330088, -0.014854, 1.036595, 1.808257, -0.871731, -0.839972, 1.102681
0.424746, -1.336005, -0.020469, 1.031530, 1.803917, -0.874821, -0.840320, 1.111648
0.425932, -1.341921, -0.026079, 1.026479, 1.799594, -0.877922, -0.840679, 1.120591
0.427118, -1.347837, -0.031685, 1.021442, 1.795287, -0.881032, -0.841050, 1.129506
0.428305, -1.353752, -0.037288, 1.016417, 1.790997, -0.884150, -0.841435, 1.138389
0.429491, -1.359668, -0.042889, 1.011402, 1.786725, -0.887275, -0.841834, 1.147236
0.430678, -1.365585, -0.048490, 1.006397, 1.782470, -0.890406, -0.842248, 1.156046
0.431864, -1.371504, -0.054091, 1.001400, 1.778232, -0.893542, -0.842680, 1.164814
0.433051, -1.377425, -0.059692, 0.996410, 1.774012, -0.896681, -0.843129, 1.173538
0.434237, -1.383349, -0.065296, 0.991426, 1.769809, -0.899822, -0.843599, 1.182217
0.435423, -1.389274, -0.070902, 0.986446, 1.765623, -0.902964, -0.844089, 1.190847
0.436610, -1.395202, -0.076511, 0.981469, 1.761453, -0.906104, -0.844601, 1.199428
0.437796, -1.401133, -0.082123, 0.976494, 1.757298, -0.909243, -0.845136, 1.207958
0.438983, -1.407065, -0.087739, 0.971520, 1.753159, -0.912377, -0.845696, 1.216437
0.440169, -1.412999, -0.093358, 0.966545, 1.749033, 2.226085, -0.846281, 1.224863
0.441356, -1.418934, -0.098982, 0.961569, 1.744921, 2.222962, -0.846892, 1.233237
0.442542, -1.424869, -0.104610, 0.956590, 1.740821, 2.219846, -0.847530, 1.241558
0.443729, -1.430805, -0.110241, 0.951607, 1.736731, 2.216739, -0.848196, 1.249826
0.444915, -1.436739, -0.115875, 0.946620, 1.732651, 2.213642, -0.848891, 1.258043
0.446101, -1.442672, -0.121513, 0.941628, 1.728580, 2.210556, -0.849614, 1.266209
0.447288, -1.448602, -0.127153, 0.936630, 1.724516, 2.207482, -0.850366, 1.274325
0.448474, -1.454528, -0.132795, 0.931626, 1.720457, 2.204421, -0.851147, 1.282391
0.449661, -1.460450, -0.138438, 0.926616, 1.716403, 2.201373, -0.851957, 1.290410
0.450847, -1.466365, -0.144081, 0.921599, 1.712352, 2.198340, -0.852795, 1.298382
0.452034, -1.472273, -0.149723, 0.916574, 1.708302, 2.195321, -0.853662, 1.306308
0.453220, -1.478173, -0.155364, 0.911543, 1.704253, 2.192317, -0.854557, -1.827402
0.454407, -1.484062, -0.161002, 0.906505, 1.700202, 2.189328, -0.855479, -1.819562
0.455593, -1.489941, -0.166636, 0.901460, 1.696149, 2.186354, -0.856427, -1.811763
0.456779, 1.645785, -0.172265, 0.896409, 1.692092, 2.183396, -0.857400, -1.804004
0.457966, 1.639932, -0.177887, 0.891353, 1.688029, 2.180452, -0.858397, -1.796285
0.459152, 1.634093, -0.183502, 0.886291, 1.683961, 2.177522, -0.859417, -1.788603
0.460339, 1.628271, -0.189108, 0.881225, 1.679886, 2.174607, -0.860458, -1.780960
0.461525, 1.622466, -0.194703, 0.876155, 1.675802, 2.171704, -0.861519, -1.773353
0.462712, 1.616680, 2.941306, 0.871083, 1.671709, 2.168814, -0.862598, -1.765782
0.463898, 1.610912, 2.935735, 0.866010, 1.667606, 2.165936, -0.863694, -1.758248
0.465084, 1.605166, 2.930179, 0.860936, 1.663493, 2.163068, -0.864805, -1.750750
0.466271, 1.599440, 2.924638, 0.855862, 1.659370, 2.160209, -0.865928, -1.743290
0.467457, 1.593737, 2.919114, 0.850791, 1.655234, 2.157358, -0.867063, -1.735867
0.468644, 1.588056, 2.913608, 0.845723, 1.651088, 2.154513, -0.868208, -1.728483
0.469830, 1.582399, 2.908121, 0.840661, 1.646930, 2.151674, 2.272233, -1.721139
0.471017, 1.576766, 2.902654, 0.835604, 1.642760, 2.148839, 2.271075, -1.713836
0.472203, 1.571157, 2.897208, 0.830555, 1.638579, 2.146006, 2.269914, -1.706576
0.473390, 1.565573, 2.891784, -2.316078, 1.634387, 2.143173, 2.268750, -1.699361
0.474576, 1.560014, 2.886383, -2.321108, 1.630184, 2.140339, 2.267586, -1.692193
0.475762, 1.554480, 2.881005, -2.326125, 1.625972, 2.137503, 2.266422, -1.685075
0.476949, 1.548970, 2.875650, -2.331130, 1.621750, 2.134662, 2.265262, -1.678008
0.478135, 1.543485, 2.870320, -2.336119, 1.617520, 2.131816, 2.264105, -1.670996
0.479322, 1.538023, 2.865014, -2.341093, 1.613283, 2.128963, 2.262953, -1.664041
0.480508, 1.532586, 2.859732, -2.346049, 1.609040, 2.126100, 2.261808, -1.657146
0.481695, 1.527171, 2.854475, -2.350987, 1.604791, 2.123228, 2.260670, -1.650314
0.482881, 1.521778, 2.849242, -2.355906, 1.600539, 2.120344, 2.259541, -1.643548
0.484068, 1.516407, 2.844034, -2.360804, 1.596284, 2.117447, 2.258420, -1.636850
0.485254, 1.511055, 2.838849, -2.365681, 1.592029, 2.114537, 2.257308, -1.630223
0.486440, 1.505723, 2.833687, -2.370535, 1.587774, 2.111611, 2.256206, -1.623671
0.487627, 1.500409, 2.828548, -2.375367, 1.583521, 2.108670, 2.255114, -1.617194
0.488813, 1.495111, 2.823430, -2.380175, 1.579273, 2.105712, 2.254032, -1.610797
0.490000, 1.489828, 2.818333, -2.384959, -1.566564, 2.102737, 2.252959, -1.604480
0.491186, 1.484559, 2.813255, -2.389720, -1.570800, 2.099745, 2.251896, -1.598246
0.492373, 1.479302, 2.808196, -2.394456, -1.575028, 2.096735, 2.250841, -1.592097
0.493559, 1.474055, 2.803155, -2.399168, -1.579246, 2.093706, 2.249793, -1.586034
0.494745, 1.468818, 2.798128, -2.403856, -1.583451, 2.090660, 2.248753, -1.580057
0.495932, 1.463588, 2.793117, -2.408520, -1.587644, 2.087596, 2.247718, -1.574169
0.497118, 1.458363, 2.788118, -2.413161, -1.591821, 2.084514, 2.246688, -1.568369
0.498305, 1.453142, 2.783130, -2.417779, -1.595982, 2.081416, 2.245661, -1.562658
0.499491, 1.447923, 2.778152, -2.422376, -1.600125, 2.078301, 2.244636, -1.557036
0.500678, 1.442705, 2.773181, -2.426951, -1.604250, 2.075170, 2.243611, -1.551502
0.501864, 1.437486, 2.768217, -2.431507, -1.608354, 2.072026, 2.242584, -1.546055
0.503051, 1.432264, 2.763257, -2.436043, -1.612437, 2.068867, 2.241553, -1.540695
0.504237, 1.427039, 2.758299, -2.440563, -1.616498, 2.065697, 2.240517, -1.535420
0.505423, 1.421807, 2.753343, -2.445066, -1.620536, 2.062516, 2.239474, -1.530228
0.506610, 1.416569, 2.748385, -2.449554, -1.624551, 2.059325, 2.238421, -1.525118
0.507796, 1.411323, 2.743425, -2.454030, -1.628542, 2.056127, 2.237357, -1.520086
0.508983, 1.406067, 2.738461, -2.458494, -1.632508, 2.052923, 2.236280, -1.515132
0.510169, 1.400801, 2.733491, -2.462948, -1.636450, 2.049715, 2.235188, -1.510252
0.511356, 1.395524, 2.728514, -2.467395, -1.640367, 2.046505, 2.234079, -1.505443
0.512542, 1.390234, 2.723528, -2.471836, -1.644260, 2.043294, 2.232950, -1.500702
0.513729, 1.384933, 2.718532, -2.476273, -1.648129, -1.101508, 2.231801, -1.496027
0.514915, 1.379617, 2.713525, -2.480708, -1.651974, -1.104714, 2.230630, -1.491413
0.516101, 1.374289, 2.708506, -2.485142, -1.655796, -1.107915, 2.229434, 1.654734
0.517288, 1.368947, 2.703474, -2.489579, -1.659596, -1.111108, 2.228213, 1.659234
0.518474, 1.363591, 2.698428, -2.494018, -1.663375, -1.114291, 2.226965, 1.663682
0.519661, 1.358221, 2.693367, -2.498464, -1.667134, -1.117463, 2.225690, 1.668081
0.520847, 1.352838, 2.688291, -2.502916, -1.670874, -1.120622, 2.224385, 1.672435
0.522034, 1.347442, 2.683199, -2.507378, -1.674597, -1.123765, 2.223051, 1.676747
0.523220, 1.342034, 2.678092, -2.511850, -1.678304, -1.126892, 2.221687, 1.681020
0.524406, 1.336615, 2.672968, -2.516335, -1.681997, -1.130000, 2.220292, 1.685257
0.525593, 1.331184, 2.667830, -2.520833, -1.685678, -1.133088, 2.218866, 1.689462
0.526779, 1.325744, 2.662676, -2.525346, -1.689348, -1.136155, 2.217409, 1.693635
0.527966, 1.320296, 2.657506, -2.529875, -1.693011, -1.139198, 2.215922, 1.697780
0.529152, 1.314841, 2.652323, -2.534422, -1.696667, -1.142218, 2.214404, 1.701900
0.530339, 1.309380, 2.647126, -2.538986, -1.700319, -1.145212, 2.212856, 1.705995
0.531525, 1.303915, 2.641917, -2.543570, -1.703970, -1.148181, 2.211280, 1.710068
0.532712, 1.298448, 2.636696, -2.548173, -1.707620, -1.151124, 2.209675, 1.714119
0.533898, 1.292980, 2.631465, -2.552797, -1.711274, -1.154039, 2.208044, 1.718150
0.535084, 1.287514, 2.626225, -2.557440, -1.714932, -1.156927, 2.206388, 1.722161
0.536271, -1.859541, 2.620978, -2.562104, -1.718598, -1.159788, 2.204708, 1.726154
0.537457, -1.864998, 2.615726, -2.566789, -1.722273, -1.162621, 2.203006, 1.730126
0.538644, -1.870448, 2.610469, -2.571493, -1.725960, -1.165428, 2.201285, 1.734079
0.539830, -1.875887, 2.605211, -2.576217, -1.729660, -1.168208, 2.199545, 1.738012
0.541017, -1.881315, -0.541639, -2.580960, -1.733376, -1.170963, 2.197790, 1.741924
0.542203, -1.886728, -0.546895, -2.585721, -1.737110, -1.173693, 2.196022, 1.745813
0.543390, -1.892124, -0.552146, -2.590499, -1.740863, -1.176400, -0.947349, 1.749677
0.544576, -1.897502, -0.557391, -2.595293, -1.744638, -1.179084, -0.949136, 1.753516
0.545762, -1.902858, -0.562626, -2.600102, -1.748435, -1.181748, -0.950929, 1.757326
0.546949, -1.908191, -0.567850, -2.604923, -1.752257, -1.184393, -0.952724, 1.761106
0.548135, -1.913498, -0.573060, -2.609756, -1.756104, -1.187021, -0.954518, 1.764852
0.549322, -1.918777, -0.578253, -2.614599, -1.759978, -1.189634, -0.956310, 1.768563
0.550508, -1.924026, -0.583428, -2.619450, -1.763880, -1.192235, -0.958096, 1.772234
0.551695, -1.929242, -0.588581, -2.624306, -1.767809, -1.194826, -0.959874, 1.775863
0.552881, -1.934425, -0.593711, 0.512428, -1.771768, -1.197408, -0.961640, 1.779446
0.554067, -1.939572, -0.598814, 0.507567, -1.775756, -1.199986, -0.963392, 1.782981
0.555254, -1.944681, -0.603889, 0.502709, -1.779774, -1.202562, -0.965127, 1.786463
0.556440, -1.949751, -0.608932, 0.497854, -1.783821, -1.205138, -0.966842, 1.789890
0.557627, -1.954780, -0.613943, 0.493006, -1.787897, -1.207718, -0.968536, 1.793258
0.558813, -1.959767, -0.618918, 0.488168, -1.792002, -1.210305, -0.970205, 1.796564
0.560000, -1.964711, -0.623855, 0.483342, -1.796135, -1.212901, -0.971847, 1.799804
0.561186, -1.969610, -0.628753, 0.478531, -1.800295, -1.215509, -0.973461, 1.802976
0.562373, -1.974463, -0.633609, 0.473738, -1.804482, -1.218134, -0.975044, 1.806076
0.563559, -1.979271, -0.638422, 0.468966, -1.808693, -1.220777, -0.976594, 1.809102
0.564745, -1.984032, -0.643190, 0.464218, -1.812928, -1.223442, -0.978110, 1.812051
0.565932, -1.988746, -0.647911, 0.459496, -1.817184, -1.226131, -0.979590, 1.814921
0.567118, -1.993413, -0.652584, 0.454805, -1.821461, -1.228848, -0.981034, 1.817710
0.568305, -1.998033, -0.657209, 0.450146, -1.825755, -1.231596, -0.982440, 1.820416
0.569491, -2.002605, -0.661783, 0.445524, 1.311528, -1.234376, -0.983808, 1.823038
0.570678, -2.007132, -0.666305, 0.440939, 1.307205, -1.237192, -0.985138, 1.825574
0.571864, -2.011612, -0.670776, 0.436397, 1.302871, -1.240046, -0.986428, 1.828024
0.573051, -2.016048, -0.675195, 0.431898, 1.298529, -1.242941, -0.987680, 1.830387
0.574237, -2.020439, -0.679560, 0.427447, 1.294182, -1.245879, -0.988894, 1.832663
0.575423, -2.024788, -0.683873, 0.423045, 1.289834, -1.248861, -0.990070, 1.834853
0.576610, -2.029095, -0.688132, 0.418696, 1.285486, -1.251890, -0.991209, 1.836956
0.577796, -2.033362, -0.692338, 0.414403, 1.281143, -1.254967, -0.992313, 1.838974
0.578983, -2.037591, -0.696490, 0.410166, 1.276807, -1.258095, -0.993383, 1.840909
0.580169, -2.041783, -0.700591, 0.405991, 1.272483, -1.261274, -0.994421, 1.842761
0.581356, -2.045941, -0.704639, 0.401877, 1.268174, -1.264506, -0.995429, 1.844533
0.582542, -2.050067, -0.708636, 0.397829, 1.263884, -1.267792, -0.996409, 1.846227
0.583728, -2.054162, -0.712581, 0.393849, 1.259617, -1.271133, -0.997364, 1.847847
0.584915, -2.058230, -0.716477, 0.389938, 1.255376, -1.274529, -0.998296, 1.849394
0.586101, -2.062272, -0.720324, 0.386101, 1.251167, -1.277983, -0.999209, 1.850872
0.587288, -2.066290, -0.724122, 0.382338, 1.246992, -1.281494, -1.000106, -1.289307
0.588474, -2.070288, -0.727872, 0.378653, 1.242857, -1.285062, -1.000990, -1.287955
0.589661, -2.074268, -0.731575, 0.375049, 1.238767, -1.288690, -1.001866, -1.286660
0.590847, -2.078232, -0.735231, 0.371530, 1.234726, -1.292376, -1.002736, -1.285417
0.592034, -2.082182, -0.738841, 0.368098, 1.230739, -1.296123, -1.003604, -1.284222
