ph_sh, contribution, sigma_tot
-0.795387092, 0.509988264, 26.827244440
0.518067162, 0.735674637, 26.827244440
-1.575524247, 4.999888235, 26.827244440
-0.811327195, 3.681421881, 26.827244440
-0.358245427, 1.106482626, 26.827244440
2.896937931, 0.645382976, 26.827244440
2.109942264, 9.573422106, 26.827244440
-2.815446561, 1.539791181, 26.827244440
0.137028870, 0.317214575, 26.827244440
0.071562498, 0.097136644, 26.827244440
