ph_sh, contribution, sigma_tot
-0.794740855, 0.509342148, 26.819223
0.518739006, 0.737409572, 26.819223
-1.575023094, 4.999910673, 26.819223
-0.811349623, 3.681578667, 26.819223
-0.358190799, 1.106159758, 26.819223
2.897041211, 0.644849099, 26.819223
2.110373157, 9.568485101, 26.819223
-2.815399039, 1.540223905, 26.819223
0.136381909, 0.314244836, 26.819223
0.071608086, 0.097260230, 26.819223
