ph_sh, contribution, sigma_tot
2.347173999, 0.509020001, 26.822713
-2.622832538, 0.737464108, 26.822713
1.565918583, 4.999881039, 26.822713
2.329344184, 3.687861823, 26.822713
2.783613908, 1.104906836, 26.822713
-0.244989007, 0.647112368, 26.822713
-1.030954424, 9.565446873, 26.822713
0.326407133, 1.542168807, 26.822713
-3.005880789, 0.311183586, 26.822713
-3.069918996, 0.097438129, 26.822713
