ph_sh, contribution, sigma_tot
2.347346268, 0.508847760, 26.819022
-2.622866401, 0.737376626, 26.819022
-1.576004285, 4.999864387, 26.819022
-0.812383463, 3.688805409, 26.819022
-0.357407451, 1.101534384, 26.819022
2.896400096, 0.648166486, 26.819022
2.111184810, 9.559179312, 26.819022
-2.814639003, 1.547151880, 26.819022
0.135396085, 0.309745974, 26.819022
0.072107115, 0.098618188, 26.819022
