ph_sh, contribution, sigma_tot
1.869264575, 0.913530762, 36.579609300
-3.082835729, 0.010345215, 36.579609300
-1.999977032, 4.134195961, 36.579609300
-1.184207938, 6.004934544, 36.579609300
-0.664886595, 3.425866589, 36.579609300
2.642049058, 2.524113997, 36.579609300
1.722658983, 12.702488223, 36.579609300
-2.818432456, 1.512710614, 36.579609300
0.137020959, 0.317178179, 36.579609300
0.071563295, 0.097138802, 36.579609300
