y00,y01,y02,y03,y04,y05,y06,y10,y11,y12,y13,y14,y15,y16,y20,y21,y22,y23,y24,y25,y26,y30,y31,y32,y33,y34,y35,y36
0.053076269,-0.319324988,0.737583211,-0.546389606,-0.387097891,0.395434594,0.491681650,0.129056372,-0.519811054,0.781150602,-0.129238325,-0.601760784,-0.065884785,0.475731337,0.243071567,-0.697512160,0.631604435,0.302360937,-0.465705921,-0.451891157,0.106269156,0.386923309,-0.796799964,0.321537676,0.571619875,-0.088962004,-0.529812963,-0.318376368
0.052936187,-0.318739678,0.737103828,-0.547650242,-0.385556188,0.397078134,0.490700841,0.128758980,-0.519098325,0.781320287,-0.131127677,-0.601578740,-0.063649610,0.476843173,0.242592877,-0.696910973,0.632611755,0.300649835,-0.467071539,-0.450598864,0.108654135,0.386290998,-0.796582594,0.323217620,0.570880414,-0.091157569,-0.530331433,-0.316448810
0.052796415,-0.318154964,0.736622878,-0.548907524,-0.384010581,0.398716065,0.489711137,0.128462115,-0.518385648,0.781486925,-0.133015994,-0.601389538,-0.061413423,0.477945521,0.242114805,-0.696308777,0.633615628,0.298935892,-0.468430875,-0.449298709,0.111036784,0.385659159,-0.796363016,0.324895374,0.570134803,-0.093351788,-0.530839947,-0.314514044
0.052656954,-0.317570850,0.736140367,-0.550161446,-0.382461088,0.400348366,0.488712560,0.128165778,-0.517673027,0.781650519,-0.134903260,-0.601193182,-0.059176259,0.479038359,0.241637352,-0.695705575,0.634616051,0.297219126,-0.469783913,-0.447990717,0.113417051,0.385027796,-0.796141233,0.326570930,0.569383052,-0.095544629,-0.531338497,-0.312572118
0.052517802,-0.316987334,0.735656300,-0.551412005,-0.380907727,0.401975016,0.487705131,0.127869967,-0.516960462,0.781811074,-0.136789462,-0.600989679,-0.056938156,0.480121671,0.241160518,-0.695101372,0.635613023,0.295499555,-0.471130639,-0.446674912,0.115794887,0.384396910,-0.795917250,0.328244277,0.568625173,-0.097736058,-0.531827079,-0.310623077
0.052378961,-0.316404418,0.735170683,-0.552659196,-0.379350516,0.403595996,0.486688871,0.127574683,-0.516247959,0.781968594,-0.138674586,-0.600779035,-0.054699148,0.481195436,0.240684303,-0.694496173,0.636606542,0.293777196,-0.472471035,-0.445351321,0.118170241,0.383766500,-0.795691071,0.329915405,0.567861176,-0.099926046,-0.532305684,-0.308666966
0.052240428,-0.315822102,0.734683520,-0.553903015,-0.377789473,0.405211284,0.485663801,0.127279926,-0.515535518,0.782123081,-0.140558618,-0.600561255,-0.052459271,0.482259637,0.240208707,-0.693889983,0.637596605,0.292052068,-0.473805088,-0.444019968,0.120543063,0.383136569,-0.795462702,0.331584306,0.567091073,-0.102114559,-0.532774307,-0.306703832
0.052102203,-0.315240388,0.734194818,-0.555143458,-0.376224616,0.406820861,0.484629942,0.126985693,-0.514823145,0.782274541,-0.142441543,-0.600336346,-0.050218562,0.483314255,0.239733731,-0.693282807,0.638583212,0.290324188,-0.475132781,-0.442680879,0.122913303,0.382507118,-0.795232147,0.333250969,0.566314875,-0.104301566,-0.533232941,-0.304733722
0.051964287,-0.314659277,0.733704581,-0.556380520,-0.374655963,0.408424706,0.483587316,0.126691986,-0.514110840,0.782422978,-0.144323348,-0.600104314,-0.047977056,0.484359271,0.239259374,-0.692674648,0.639566360,0.288593574,-0.476454100,-0.441334081,0.125280911,0.381878147,-0.794999411,0.334915384,0.565532593,-0.106487035,-0.533681581,-0.302756680
0.051826678,-0.314078768,0.733212816,-0.557614197,-0.373083531,0.410022798,0.482535946,0.126398803,-0.513398608,0.782568394,-0.146204018,-0.599865165,-0.045734790,0.485394669,0.238785636,-0.692065512,0.640546047,0.286860245,-0.477769029,-0.439979599,0.127645836,0.381249659,-0.794764498,0.336577544,0.564744238,-0.108670935,-0.534120221,-0.300772755
0.051689375,-0.313498863,0.732719527,-0.558844485,-0.371507340,0.411615118,0.481475852,0.126106144,-0.512686451,0.782710795,-0.148083541,-0.599618905,-0.043491798,0.486420429,0.238312518,-0.691455404,0.641522272,0.285124217,-0.479077553,-0.438617458,0.130008029,0.380621653,-0.794527413,0.338237437,0.563949822,-0.110853234,-0.534548855,-0.298781992
0.051552380,-0.312919562,0.732224720,-0.560071379,-0.369927407,0.413201646,0.480407057,0.125814009,-0.511974372,0.782850184,-0.149961901,-0.599365541,-0.041248117,0.487436536,0.237840020,-0.690844327,0.642495032,0.283385509,-0.480379658,-0.437247686,0.132367439,0.379994132,-0.794288161,0.339895054,0.563149356,-0.113033901,-0.534967478,-0.296784439
0.051415690,-0.312340867,0.731728400,-0.561294876,-0.368343751,0.414782362,0.479329583,0.125522398,-0.511262374,0.782986565,-0.151839085,-0.599105079,-0.039003783,0.488442970,0.237368141,-0.690232288,0.643464327,0.281644139,-0.481675329,-0.435870308,0.134724018,0.379367096,-0.794046746,0.341550387,0.562342852,-0.115212903,-0.535376086,-0.294780142
0.051279305,-0.311762777,0.731230573,-0.562514972,-0.366756389,0.416357246,0.478243453,0.125231308,-0.510550460,0.783119943,-0.153715079,-0.598837526,-0.036758831,0.489439716,0.236896883,-0.689619289,0.644430155,0.279900125,-0.482964550,-0.434485351,0.137077715,0.378740546,-0.793803173,0.343203425,0.561530321,-0.117390210,-0.535774672,-0.292769148
0.051143226,-0.311185294,0.730731244,-0.563731663,-0.365165340,0.417926279,0.477148688,0.124940741,-0.509838632,0.783250320,-0.155589870,-0.598562889,-0.034513297,0.490426756,0.236426244,-0.689005337,0.645392513,0.278153484,-0.484247308,-0.433092841,0.139428481,0.378114485,-0.793557447,0.344854159,0.560711774,-0.119565789,-0.536163233,-0.290751505
0.051007451,-0.310608419,0.730230418,-0.564944944,-0.363570621,0.419489441,0.476045312,0.124650696,-0.509126894,0.783377703,-0.157463443,-0.598281174,-0.032267216,0.491404073,0.235956225,-0.688390436,0.646351400,0.276404235,-0.485523588,-0.431692805,0.141776267,0.377488912,-0.793309573,0.346502581,0.559887223,-0.121739610,-0.536541763,-0.288727259
0.050871980,-0.310032152,0.729728102,-0.566154812,-0.361972252,0.421046712,0.474933347,0.124361172,-0.508415248,0.783502094,-0.159335785,-0.597992388,-0.030020626,0.492371652,0.235486826,-0.687774590,0.647306816,0.274652396,-0.486793375,-0.430285270,0.144121022,0.376863828,-0.793059554,0.348148679,0.559056681,-0.123911641,-0.536910259,-0.286696459
0.050736812,-0.309456494,0.729224300,-0.567361262,-0.360370250,0.422598074,0.473812816,0.124072168,-0.507703697,0.783623497,-0.161206883,-0.597696539,-0.027773561,0.493329475,0.235018047,-0.687157804,0.648258757,0.272897984,-0.488056656,-0.428870262,0.146462698,0.376239236,-0.792807397,0.349792447,0.558220158,-0.126081851,-0.537268716,-0.284659152
0.050601947,-0.308881445,0.728719017,-0.568564291,-0.358764633,0.424143506,0.472683742,0.123783685,-0.506992244,0.783741918,-0.163076721,-0.597393632,-0.025526056,0.494277527,0.234549889,-0.686540083,0.649207223,0.271141017,-0.489313415,-0.427447808,0.148801245,0.375615136,-0.792553105,0.351433873,0.557377666,-0.128250208,-0.537617130,-0.282615384
0.050467385,-0.308307007,0.728212260,-0.569763896,-0.357155420,0.425682990,0.471546149,0.123495721,-0.506280892,0.783857359,-0.164945288,-0.597083675,-0.023278149,0.495215791,0.234082350,-0.685921431,0.650152212,0.269381513,-0.490563640,-0.426017936,0.151136615,0.374991529,-0.792296684,0.353072949,0.556529218,-0.130416682,-0.537955498,-0.280565206
0.050333124,-0.307733180,0.727704033,-0.570960071,-0.355542629,0.427216507,0.470400059,0.123208277,-0.505569644,0.783969825,-0.166812569,-0.596766675,-0.021029873,0.496144253,0.233615432,-0.685301853,0.651093723,0.267619491,-0.491807315,-0.424580672,0.153468758,0.374368416,-0.792038137,0.354709666,0.555674824,-0.132581241,-0.538283816,-0.278508663
0.050199165,-0.307159965,0.727194341,-0.572152814,-0.353926279,0.428744038,0.469245497,0.122921352,-0.504858502,0.784079320,-0.168678550,-0.596442640,-0.018781266,0.497062896,0.233149135,-0.684681354,0.652031754,0.265854968,-0.493044428,-0.423136044,0.155797625,0.373745798,-0.791777471,0.356344015,0.554814498,-0.134743855,-0.538602081,-0.276445805
0.050065506,-0.306587362,0.726683192,-0.573342120,-0.352306387,0.430265564,0.468082485,0.122634945,-0.504147469,0.784185849,-0.170543218,-0.596111577,-0.016532362,0.497971706,0.232683458,-0.684059938,0.652966304,0.264087963,-0.494274964,-0.421684080,0.158123168,0.373123677,-0.791514688,0.357975986,0.553948251,-0.136904491,-0.538910288,-0.274376679
0.049932149,-0.306015372,0.726170588,-0.574527987,-0.350682972,0.431781067,0.466911048,0.122349055,-0.503436548,0.784289415,-0.172406560,-0.595773493,-0.014283197,0.498870667,0.232218401,-0.683437610,0.653897372,0.262318492,-0.495498910,-0.420224806,0.160445337,0.372502053,-0.791249796,0.359605571,0.553076096,-0.139063119,-0.539208436,-0.272301334
0.049799091,-0.305443996,0.725656537,-0.575710410,-0.349056052,0.433290526,0.465731209,0.122063683,-0.502725742,0.784390023,-0.174268562,-0.595428395,-0.012033807,0.499759764,0.231753965,-0.682814375,0.654824955,0.260546575,-0.496716251,-0.418758251,0.162764084,0.371880928,-0.790982797,0.361232760,0.552198043,-0.141219709,-0.539496522,-0.270219819
0.049666332,-0.304873235,0.725141043,-0.576889385,-0.347425646,0.434793926,0.464542993,0.121778828,-0.502015054,0.784487677,-0.176129211,-0.595076292,-0.009784228,0.500638983,0.231290149,-0.682190237,0.655749054,0.258772229,-0.497926976,-0.417284442,0.165079361,0.371260302,-0.790713697,0.362857545,0.551314106,-0.143374229,-0.539774543,-0.268132181
0.049533872,-0.304303089,0.724624112,-0.578064909,-0.345791772,0.436291245,0.463346423,0.121494489,-0.501304486,0.784582381,-0.177988493,-0.594717190,-0.007534494,0.501508309,0.230826954,-0.681565200,0.656669666,0.256995472,-0.499131070,-0.415803407,0.167391119,0.370640177,-0.790442501,0.364479916,0.550424297,-0.145526648,-0.540042496,-0.266038469
0.049401711,-0.303733559,0.724105749,-0.579236979,-0.344154448,0.437782468,0.462141524,0.121210666,-0.500594041,0.784674139,-0.179846395,-0.594351098,-0.005284641,0.502367728,0.230364380,-0.680939270,0.657586791,0.255216322,-0.500328519,-0.414315174,0.169699310,0.370020554,-0.790169213,0.366099865,0.549528628,-0.147676935,-0.540300379,-0.263938733
0.049269847,-0.303164645,0.723585960,-0.580405591,-0.342513693,0.439267574,0.460928321,0.120927358,-0.499883722,0.784762956,-0.181702903,-0.593978023,-0.003034705,0.503217226,0.229902427,-0.680312451,0.658500427,0.253434797,-0.501519312,-0.412819771,0.172003885,0.369401434,-0.789893838,0.367717382,0.548627112,-0.149825061,-0.540548191,-0.261833021
0.049138281,-0.302596349,0.723064749,-0.581570742,-0.340869525,0.440746546,0.459706837,0.120644565,-0.499173532,0.784848836,-0.183558004,-0.593597973,-0.000784722,0.504056790,0.229441094,-0.679684748,0.659410572,0.251650915,-0.502703434,-0.411317227,0.174304797,0.368782817,-0.789616381,0.369332460,0.547719760,-0.151970994,-0.540785929,-0.259721382
0.049007012,-0.302028670,0.722542123,-0.582732427,-0.339221963,0.442219367,0.458477098,0.120362286,-0.498463473,0.784931783,-0.185411685,-0.593210956,0.001465274,0.504886405,0.228980382,-0.679056165,0.660317227,0.249864694,-0.503880874,-0.409807568,0.176601997,0.368164706,-0.789336846,0.370945088,0.546806586,-0.154114703,-0.541013592,-0.257603866
0.048876039,-0.301461611,0.722018087,-0.583890644,-0.337571025,0.443686018,0.457239129,0.120080521,-0.497753549,0.785011802,-0.187263933,-0.592816981,0.003715247,0.505706058,0.228520291,-0.678426706,0.661220389,0.248076152,-0.505051617,-0.408290825,0.178895437,0.367547100,-0.789055239,0.372555259,0.545887601,-0.156256158,-0.541231178,-0.255480521
0.048745363,-0.300895170,0.721492645,-0.585045389,-0.335916730,0.445146481,0.455992954,0.119799270,-0.497043761,0.785088896,-0.189114734,-0.592416054,0.005965162,0.506515736,0.228060820,-0.677796377,0.662120058,0.246285307,-0.506215651,-0.406767025,0.181185069,0.366930002,-0.788771565,0.374162963,0.544962819,-0.158395329,-0.541438686,-0.253351397
0.048614981,-0.300329349,0.720965804,-0.586196659,-0.334259095,0.446600739,0.454738598,0.119518531,-0.496334113,0.785163071,-0.190964076,-0.592008185,0.008214982,0.507315426,0.227601971,-0.677165182,0.663016232,0.244492178,-0.507372965,-0.405236198,0.183470847,0.366313411,-0.788485827,0.375768192,0.544032252,-0.160532185,-0.541636114,-0.251216543
0.048484895,-0.299764149,0.720437569,-0.587344451,-0.332598140,0.448048774,0.453476087,0.119238305,-0.495624607,0.785234330,-0.192811944,-0.591593382,0.010464674,0.508105115,0.227143742,-0.676533126,0.663908911,0.242696781,-0.508523544,-0.403698371,0.185752722,0.365697330,-0.788198031,0.377370937,0.543095912,-0.162666695,-0.541823463,-0.249076009
0.048355102,-0.299199570,0.719907944,-0.588488761,-0.330933883,0.449490568,0.452205447,0.118958591,-0.494915246,0.785302678,-0.194658326,-0.591171653,0.012714201,0.508884791,0.226686134,-0.675900213,0.664798094,0.240899136,-0.509667377,-0.402153573,0.188030646,0.365081758,-0.787908182,0.378971189,0.542153813,-0.164798829,-0.542000732,-0.246929845
0.048225604,-0.298635613,0.719376936,-0.589629586,-0.329266343,0.450926105,0.450926702,0.118679388,-0.494206033,0.785368119,-0.196503209,-0.590743006,0.014963529,0.509654441,0.226229148,-0.675266448,0.665683779,0.239099259,-0.510804452,-0.400601834,0.190304573,0.364466698,-0.787616284,0.380568940,0.541205967,-0.166928558,-0.542167919,-0.244778100
0.048096399,-0.298072278,0.718844550,-0.590766923,-0.327595538,0.452355367,0.449639878,0.118400695,-0.493496970,0.785430658,-0.198346580,-0.590307450,0.017212622,0.510414053,0.225772782,-0.674631835,0.666565966,0.237297170,-0.511934755,-0.399043183,0.192574455,0.363852150,-0.787322343,0.382164181,0.540252387,-0.169055850,-0.542325024,-0.242620825
0.047967488,-0.297509566,0.718310791,-0.591900769,-0.325921486,0.453778337,0.448345002,0.118122513,-0.492788060,0.785490298,-0.200188426,-0.589864993,0.019461444,0.511163616,0.225317037,-0.673996378,0.667444653,0.235492885,-0.513058276,-0.397477648,0.194840244,0.363238115,-0.787026362,0.383756905,0.539293086,-0.171180676,-0.542472048,-0.240458068
0.047838868,-0.296947478,0.717775665,-0.593031120,-0.324244206,0.455194998,0.447042098,0.117844841,-0.492079306,0.785547045,-0.202028733,-0.589415645,0.021709962,0.511903116,0.224861913,-0.673360084,0.668319840,0.233686424,-0.514175001,-0.395905259,0.197101895,0.362624595,-0.786728348,0.385347101,0.538328077,-0.173303005,-0.542608991,-0.238289882
0.047710541,-0.296386014,0.717239177,-0.594157974,-0.322563717,0.456605332,0.445731194,0.117567678,-0.491370711,0.785600903,-0.203867490,-0.588959413,0.023958139,0.512632543,0.224407410,-0.672722955,0.669191527,0.231877804,-0.515284920,-0.394326045,0.199359359,0.362011589,-0.786428304,0.386934762,0.537357373,-0.175422807,-0.542735852,-0.236116314
0.047582504,-0.295825175,0.716701331,-0.595281327,-0.320880038,0.458009324,0.444412314,0.117291025,-0.490662277,0.785651876,-0.205704682,-0.588496307,0.026205941,0.513351886,0.223953528,-0.672084997,0.670059711,0.230067043,-0.516388020,-0.392740036,0.201612590,0.361399100,-0.786126236,0.388519879,0.536380986,-0.177540053,-0.542852632,-0.233937417
0.047454759,-0.295264962,0.716162135,-0.596401177,-0.319193186,0.459406955,0.443085486,0.117014879,-0.489954006,0.785699968,-0.207540297,-0.588026335,0.028453332,0.514061133,0.223500267,-0.671446214,0.670924393,0.228254159,-0.517484289,-0.391147261,0.203861542,0.360787127,-0.785822148,0.390102443,0.535398931,-0.179654713,-0.542959332,-0.231753240
0.047327304,-0.294705374,0.715621592,-0.597517520,-0.317503181,0.460798211,0.441750736,0.116739241,-0.489245902,0.785745185,-0.209374323,-0.587549507,0.030700277,0.514760274,0.223047626,-0.670806611,0.671785571,0.226439170,-0.518573717,-0.389547750,0.206106167,0.360175673,-0.785516046,0.391682448,0.534411219,-0.181766755,-0.543055952,-0.229563833
0.047200140,-0.294146414,0.715079708,-0.598630353,-0.315810041,0.462183073,0.440408090,0.116464111,-0.488537967,0.785787530,-0.211206745,-0.587065832,0.032946742,0.515449297,0.222595607,-0.670166191,0.672643245,0.224622094,-0.519656291,-0.387941532,0.208346420,0.359564738,-0.785207934,0.393259883,0.533417865,-0.183876152,-0.543142494,-0.227369248
0.047073264,-0.293588080,0.714536489,-0.599739674,-0.314113785,0.463561526,0.439057575,0.116189487,-0.487830204,0.785827009,-0.213037553,-0.586575318,0.035192692,0.516128192,0.222144209,-0.669524961,0.673497415,0.222802949,-0.520732000,-0.386328637,0.210582253,0.358954323,-0.784897816,0.394834741,0.532418882,-0.185982872,-0.543218959,-0.225169535
0.046946678,-0.293030374,0.713991940,-0.600845480,-0.312414431,0.464933553,0.437699218,0.115915369,-0.487122615,0.785863624,-0.214866732,-0.586077974,0.037438091,0.516796950,0.221693431,-0.668882924,0.674348079,0.220981753,-0.521800833,-0.384709096,0.212813621,0.358344429,-0.784585699,0.396407014,0.531414282,-0.188086887,-0.543285349,-0.222964745
0.046820380,-0.292473297,0.713446066,-0.601947767,-0.310711998,0.466299139,0.436333046,0.115641758,-0.486415203,0.785897382,-0.216694270,-0.585573811,0.039682904,0.517455559,0.221243275,-0.668240085,0.675195237,0.219158525,-0.522862778,-0.383082938,0.215040478,0.357735057,-0.784271586,0.397976693,0.530404080,-0.190188166,-0.543341664,-0.220754929
0.046694370,-0.291916849,0.712898873,-0.603046533,-0.309006505,0.467658267,0.434959085,0.115368651,-0.485707971,0.785928287,-0.218520155,-0.585062837,0.041927097,0.518104010,0.220793739,-0.667596448,0.676038888,0.217333282,-0.523917825,-0.381450194,0.217262777,0.357126209,-0.783955482,0.399543770,0.529388288,-0.192286681,-0.543387906,-0.218540137
0.046568648,-0.291361030,0.712350365,-0.604141776,-0.307297970,0.469010920,0.433577363,0.115096050,-0.485000920,0.785956342,-0.220344374,-0.584545061,0.044170635,0.518742293,0.220344824,-0.666952018,0.676879031,0.215506041,-0.524965962,-0.379810893,0.219480473,0.356517884,-0.783637393,0.401108236,0.528366920,-0.194382401,-0.543424078,-0.216320421
0.046443212,-0.290805842,0.711800549,-0.605233492,-0.305586412,0.470357084,0.432187908,0.114823952,-0.484294055,0.785981553,-0.222166914,-0.584020494,0.046413483,0.519370399,0.219896530,-0.666306799,0.677715667,0.213676822,-0.526007180,-0.378165066,0.221693519,0.355910084,-0.783317323,0.402670085,0.527339990,-0.196475297,-0.543450182,-0.214095831
0.046318063,-0.290251284,0.711249430,-0.606321679,-0.303871850,0.471696743,0.430790746,0.114552359,-0.483587377,0.786003925,-0.223987762,-0.583489145,0.048655607,0.519988319,0.219448857,-0.665660796,0.678548795,0.211845642,-0.527041466,-0.376512743,0.223901871,0.355302810,-0.782995278,0.404229307,0.526307511,-0.198565340,-0.543466219,-0.211866420
0.046193200,-0.289697357,0.710697012,-0.607406334,-0.302154302,0.473029880,0.429385905,0.114281268,-0.482880889,0.786023461,-0.225806907,-0.582951022,0.050896971,0.520596044,0.219001805,-0.665014014,0.679378413,0.210012519,-0.528068810,-0.374853956,0.226105483,0.354696063,-0.782671261,0.405785895,0.525269496,-0.200652500,-0.543472194,-0.209632238
0.046068623,-0.289144063,0.710143301,-0.608487454,-0.300433788,0.474356480,0.427973413,0.114010680,-0.482174593,0.786040166,-0.227624335,-0.582406137,0.053137541,0.521193563,0.218555373,-0.664366456,0.680204522,0.208177472,-0.529089202,-0.373188733,0.228304309,0.354089843,-0.782345279,0.407339840,0.524225960,-0.202736748,-0.543468107,-0.207393337
0.045944330,-0.288591400,0.709588303,-0.609565037,-0.298710325,0.475676528,0.426553297,0.113740595,-0.481468493,0.786054045,-0.229440034,-0.581854499,0.055377283,0.521780870,0.218109562,-0.663718128,0.681027122,0.206340517,-0.530102631,-0.371517107,0.230498304,0.353484153,-0.782017335,0.408891135,0.523176916,-0.204818055,-0.543453963,-0.205149768
0.045820323,-0.288039371,0.709032023,-0.610639080,-0.296983933,0.476990008,0.425125586,0.113471011,-0.480762590,0.786065103,-0.231253992,-0.581296117,0.057616161,0.522357956,0.217664372,-0.663069034,0.681846211,0.204501673,-0.531109087,-0.369839108,0.232687423,0.352878992,-0.781687434,0.410439771,0.522122378,-0.206896392,-0.543429763,-0.202901583
0.045696599,-0.287487974,0.708474466,-0.611709582,-0.295254630,0.478296905,0.423690307,0.113201928,-0.480056888,0.786073344,-0.233066196,-0.580731002,0.059854141,0.522924812,0.217219802,-0.662419178,0.682661789,0.202660959,-0.532108560,-0.368154766,0.234871621,0.352274361,-0.781355583,0.411985741,0.521062360,-0.208971730,-0.543395513,-0.200648833
0.045573158,-0.286937212,0.707915637,-0.612776538,-0.293522435,0.479597205,0.422247489,0.112933346,-0.479351388,0.786078773,-0.234876634,-0.580159164,0.062091189,0.523481431,0.216775853,-0.661768565,0.683473857,0.200818392,-0.533101039,-0.366464113,0.237050853,0.351670262,-0.781021785,0.413529036,0.519996874,-0.211044040,-0.543351214,-0.198391570
0.045450001,-0.286387085,0.707355542,-0.613839947,-0.291787367,0.480890891,0.420797159,0.112665264,-0.478646093,0.786081394,-0.236685294,-0.579580612,0.064327270,0.524027804,0.216332525,-0.661117199,0.684282413,0.198973989,-0.534086515,-0.364767180,0.239225075,0.351066696,-0.780686045,0.415069649,0.518925937,-0.213113292,-0.543296871,-0.196129847
0.045327127,-0.285837592,0.706794185,-0.614899807,-0.290049444,0.482177949,0.419339346,0.112397681,-0.477941007,0.786081212,-0.238492163,-0.578995357,0.066562350,0.524563924,0.215889817,-0.660465085,0.685087458,0.197127770,-0.535064977,-0.363063998,0.241394241,0.350463662,-0.780348368,0.416607573,0.517849560,-0.215179458,-0.543232487,-0.193863714
0.045204534,-0.285288735,0.706231574,-0.615956114,-0.288308686,0.483458365,0.417874079,0.112130598,-0.477236131,0.786078232,-0.240297229,-0.578403409,0.068796394,0.525089784,0.215447729,-0.659812227,0.685888991,0.195279752,-0.536036416,-0.361354598,0.243558307,0.349861163,-0.780008760,0.418142798,0.516767759,-0.217242510,-0.543158067,-0.191593224
0.045082223,-0.284740514,0.705667711,-0.617008867,-0.286565111,0.484732123,0.416401387,0.111864013,-0.476531468,0.786072458,-0.242100480,-0.577804778,0.071029368,0.525605376,0.215006262,-0.659158630,0.686687012,0.193429952,-0.537000822,-0.359639011,0.245717230,0.349259200,-0.779667225,0.419675319,0.515680546,-0.219302417,-0.543073614,-0.189318429
0.044960193,-0.284192929,0.705102604,-0.618058064,-0.284818738,0.485999209,0.414921297,0.111597926,-0.475827020,0.786063896,-0.243901904,-0.577199474,0.073261237,0.526110694,0.214565415,-0.658504298,0.687481520,0.191578390,-0.537958185,-0.357917269,0.247870964,0.348657772,-0.779323767,0.421205125,0.514587938,-0.221359153,-0.542979134,-0.187039381
0.044838444,-0.283645982,0.704536257,-0.619103701,-0.283069585,0.487259608,0.413433838,0.111332337,-0.475122790,0.786052549,-0.245701488,-0.576587509,0.075491968,0.526605730,0.214125189,-0.657849235,0.688272517,0.189725082,-0.538908496,-0.356189404,0.250019466,0.348056881,-0.778978393,0.422732211,0.513489946,-0.223412688,-0.542874630,-0.184756132
0.044716975,-0.283099672,0.703968675,-0.620145777,-0.281317672,0.488513307,0.411939041,0.111067244,-0.474418781,0.786038423,-0.247499220,-0.575968892,0.077721526,0.527090479,0.213685582,-0.657193447,0.689060000,0.187870047,-0.539851745,-0.354455446,0.252162692,0.347456528,-0.778631106,0.424256568,0.512386586,-0.225462993,-0.542760108,-0.182468734
0.044595785,-0.282554000,0.703399864,-0.621184290,-0.279563016,0.489760290,0.410436933,0.110802648,-0.473714994,0.786021521,-0.249295089,-0.575343634,0.079949878,0.527564934,0.213246596,-0.656536937,0.689843971,0.186013303,-0.540787924,-0.352715428,0.254300597,0.346856714,-0.778281913,0.425778190,0.511277873,-0.227510041,-0.542635572,-0.180177240
0.044474875,-0.282008966,0.702829829,-0.622219236,-0.277805638,0.491000544,0.408927544,0.110538548,-0.473011433,0.786001850,-0.251089082,-0.574711745,0.082176988,0.528029088,0.212808230,-0.655879711,0.690624429,0.184154868,-0.541717022,-0.350969382,0.256433139,0.346257439,-0.777930817,0.427297067,0.510163819,-0.229553802,-0.542501028,-0.177881702
0.044354244,-0.281464572,0.702258575,-0.623250615,-0.276045556,0.492234054,0.407410902,0.110274944,-0.472308100,0.785979414,-0.252881187,-0.574073237,0.084402822,0.528482936,0.212370484,-0.655221771,0.691401374,0.182294760,-0.542639032,-0.349217338,0.258560274,0.345658705,-0.777577823,0.428813193,0.509044439,-0.231594249,-0.542356480,-0.175582173
0.044233890,-0.280920817,0.701686107,-0.624278424,-0.274282788,0.493460807,0.405887039,0.110011834,-0.471604997,0.785954216,-0.254671393,-0.573428121,0.086627348,0.528926473,0.211933358,-0.654563123,0.692174806,0.180432996,-0.543553943,-0.347459330,0.260681958,0.345060513,-0.777222937,0.430326560,0.507919749,-0.233631353,-0.542201935,-0.173278704
0.044113815,-0.280377702,0.701112432,-0.625302662,-0.272517354,0.494680789,0.404355982,0.109749219,-0.470902127,0.785926263,-0.256459687,-0.572776406,0.088850530,0.529359692,0.211496852,-0.653903772,0.692944725,0.178569594,-0.544461747,-0.345695389,0.262798147,0.344462862,-0.776866164,0.431837160,0.506789761,-0.235665087,-0.542037397,-0.170971350
0.043994016,-0.279835227,0.700537553,-0.626323324,-0.270749272,0.495893986,0.402817762,0.109487097,-0.470199492,0.785895560,-0.258246057,-0.572118104,0.091072335,0.529782588,0.211060965,-0.653243721,0.693711132,0.176704573,-0.545362435,-0.343925546,0.264908800,0.343865755,-0.776507508,0.433344987,0.505654491,-0.237695421,-0.541862874,-0.168660161
0.043874494,-0.279293394,0.699961477,-0.627340411,-0.268978562,0.497100385,0.401272407,0.109225469,-0.469497095,0.785862109,-0.260030492,-0.571453225,0.093292729,0.530195157,0.210625698,-0.652582975,0.694474025,0.174837951,-0.546255998,-0.342149835,0.267013873,0.343269192,-0.776146975,0.434850033,0.504513953,-0.239722328,-0.541678371,-0.166345192
0.043755249,-0.278752202,0.699384208,-0.628353920,-0.267205241,0.498299971,0.399719949,0.108964334,-0.468794938,0.785825918,-0.261812980,-0.570781782,0.095511678,0.530597392,0.210191051,-0.651921539,0.695233406,0.172969744,-0.547142429,-0.340368288,0.269113324,0.342673173,-0.775784568,0.436352290,0.503368162,-0.241745780,-0.541483894,-0.164026494
0.043636279,-0.278211651,0.698805752,-0.629363849,-0.265429329,0.499492732,0.398160417,0.108703691,-0.468093024,0.785786989,-0.263593508,-0.570103785,0.097729148,0.530989291,0.209757023,-0.651259416,0.695989274,0.171099972,-0.548021718,-0.338580937,0.271207108,0.342077701,-0.775420294,0.437851751,0.502217132,-0.243765749,-0.541279449,-0.161704121
0.043517585,-0.277671743,0.698226114,-0.630370195,-0.263650844,0.500678654,0.396593841,0.108443539,-0.467391355,0.785745329,-0.265372066,-0.569419245,0.099945106,0.531370848,0.209323615,-0.650596612,0.696741629,0.169228652,-0.548893857,-0.336787814,0.273295185,0.341482774,-0.775054158,0.439348409,0.501060878,-0.245782207,-0.541065044,-0.159378125
0.043399165,-0.277132478,0.697645300,-0.631372958,-0.261869806,0.501857724,0.395020251,0.108183879,-0.466689933,0.785700942,-0.267148642,-0.568728173,0.102159517,0.531742058,0.208890826,-0.649933130,0.697490473,0.167355802,-0.549758838,-0.334988951,0.275377511,0.340888396,-0.774686163,0.440842256,0.499899414,-0.247795127,-0.540840685,-0.157048560
